calendar,name,start,end,location,description,fetched_at
User Group Events,Chennaipy,2016-08-27 09:30,2016-08-27 12:00,"Chennai, Tamil Nadu, India","<a href=""https://www.meetup.com/Chennaipy/events/233421896/"">Chennaipy</a>...",2025-06-02 01:40:23 UTC
User Group Events,NZPUG-Auckland: Crafting Software,2022-11-02 05:30,2022-11-02 07:30,Online,"<body>
<pre class=""moz-quote-pre"" wrap=""""><a href=""https://www.meetup.com/nzpug-auckland/events/hgxmwsydcpbdb/"">Crafting Software - Coding Evening, New Zealand Python User Group - Auckland</a></pre>
<...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2013-04-10 15:00,2013-04-10 17:00,"Düsseldorf, Germany","<a href=""http://pyddf.de"">http://pyddf.de</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meetup Innsbruck: innsbruck.next(),2017-06-27 17:00,2017-06-27 19:00,"Innsbruck, Austria, Europe","<a href=""https://www.meetup.com/de-DE/python-innsbruck/events/239504378/"">Python
Meetup Innsbruck: innsbruck.next()</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf: Sprint Sprint / Hackathon,2023-03-25 00:00,2023-03-27 00:00,"Düsseldorf, Germany","<body><a href=""Python Meeting Düsseldorf: Sprint Sprint / Hackathon"">Python
 Meeting Düsseldorf: Sprint Sprint / Hackathon</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,Meet the NZPUG PRESIDENT,2022-04-20 06:30,2022-04-20 08:30,Online,"<a href=""https://www.meetup.com/NZPUG-Auckland/events/283369885/"">Meet NZPUG's President</a>...",2025-06-02 01:40:23 UTC
User Group Events,Workshop programming in Python and Django for women in Bogota,2018-11-24 00:00,2018-11-25 00:00,"Bogotá, Colombia ","<a href=""http://bogota.tallerdeprogramacion.co"">Workshop programming in Python and Django for women in Bogota</a>...",2025-06-02 01:40:23 UTC
User Group Events,Indy Startup Row Pitch Event,2018-01-09 00:00,2018-01-10 00:00,"Indianapolis, IN, US","<a href=""https://www.eventbrite.com/e/startup-row-pitch-event-indy-tickets-36908331814?aff=PSF"">Indy Startup Row Pitch Event</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyData Bristol Meetup,2018-09-20 19:00,2018-09-20 21:00,"Bristol, UK","<a href=""https://www.meetup.com/PyData-Bristol/"">PyData Bristol Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2016-04-27 16:00,2016-04-27 18:00,"Bürgerhaus im Stadtteilzentrum Bilk (Düsseldorfer Arcaden), Bachstr. 145, 40217 Düsseldorf, Germany","<a href=""http://pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2017-09-27 16:00,2017-09-27 18:00,"Bürgerhaus, Bachstr. 145 40217 Düsseldorf","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Amsterdam: Python Open Source Sprints,2024-03-23 12:00,2024-03-23 17:30,"Amsterdam, The Netherlands","<a href=""https://www.meetup.com/pyladiesams/events/298654440/"">PyLadies Amsterdam: Python Open Source Sprints</a>...",2025-06-02 01:40:23 UTC
User Group Events,Getting back to Python land - Stockholm Python User Group,2022-11-29 16:30,2022-11-29 19:00,"SUNET, Tulegatan 11, 113 53 Stockholm, Sweden","<h1><a href=""https://www.meetup.com/pysthlm/events/289817346/"" id=""ow846"" __is_owner=""true""><span style=""font-weight: normal;"">Getting back to Python land</span></a></h1>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2019-06-12 16:00,2019-06-12 18:00,"Bürgerhaus Stadtteilzentrum Bilk,Düsseldorfer Arcaden, Bachstr. 145, 40217 Düsseldorf, Germany",https://www.egenix.com/company/news/Python-Meeting-Duesseldorf-2019-06-12...,2025-06-02 01:40:23 UTC
User Group Events,Jupyter,2024-09-18 06:30,2024-09-18 08:30,online,"<a href=""https://www.meetup.com/pythonnz-online/events/302440401/"">Jupyter</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python programming for hardware components,2018-04-11 17:30,2018-04-11 19:30,"Delft, The Netherlands","<a href=""https://www.meetup.com/Delft-Pythonistas/events/249454613/"">Python programming for hardware components</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Rivers 2019 Workshop,2019-03-15 00:00,2019-03-17 00:00,"Port Harcourt, Nigeria","<a href=""http://djangogirls.org/rivers"" id=""ow420"" __is_owner=""true"">Django Girls Rivers 2019 Workshop</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2013-11-19 17:00,2013-11-19 19:00,"Düsseldorf, Germany","<a href=""http://pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Pyladies Amsterdam - Bringing ML Models into Production Bootcamp - Lesson 4,2021-07-21 16:30,2021-07-21 18:00,Online,https://www.meetup.com/PyLadiesAMS/events/278241128/...,2025-06-02 01:40:23 UTC
User Group Events,Django Girls Beira #1,2025-06-07 00:00,2025-06-08 00:00,"Beira, Sofala Province, Mozambique","<a href=""https://djangogirls.org/en/beira/"">Django Girls Beira #1</a>...",2025-06-02 01:40:23 UTC
User Group Events,May Helsinki Python meetup,2024-05-07 14:30,2024-05-07 16:30,"Helsinki, Finland","<a href=""https://www.meetup.com/helpy-meetups/events/299649951/"">May Helsinki Python meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Fundamentals of Machine Learning with Python,2022-08-15 00:00,2022-08-20 00:00,"Online and Abraka, Delta State, Nigeria","<a href=""https://www.eventbrite.com/e/fundamentals-of-machine-learning-with-python-tickets-376218679197"">  Fundamentals of Machine Learning with Python  </a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Amsterdam + MLOps.Community Meetup,2023-02-23 17:00,2023-02-23 20:00,"Amsterdam, the Netherlands","<body><a href=""https://www.meetup.com/pyladiesams/events/291311603/"">PyLadies
 Amsterdam + MLOps.Community Meetup</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2022-09-28 16:00,2022-09-28 19:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyCamp España 2025,2025-05-01 00:00,2025-05-05 00:00,"Sevilla, Spain","<a href=""https://pycamp.es/"">PyCamp España 2025</a>...",2025-06-02 01:40:23 UTC
User Group Events,Interactively Exploring & Revealing ALL Your Data With hvPlot,2022-08-09 16:00,2022-08-09 17:00,Online,"<pre><a href=""https://www.eventbrite.co.uk/e/python-live-interactively-exploring-revealing-all-your-data-with-hvplot-tickets-391039478607"" id=""ow2459"" __is_owner=""true""><span>Interactively Exploring &...",2025-06-02 01:40:23 UTC
User Group Events,PyWaw #40 - Warsaw Python User Group,2014-09-22 16:30,2014-09-22 19:00,"Padbar, Marszałkowska 115, Warszawa, Polska","<a href=""http://pywaw.org/40/"">PyWaw #40 - Warsaw Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Amsterdam: Global AI Bootcamp,2024-03-27 17:00,2024-03-27 19:00,Online,"<a href=""https://www.meetup.com/pyladiesams/events/299015689/"">PyLadies Amsterdam: Global AI Bootcamp</a>...",2025-06-02 01:40:23 UTC
User Group Events,MeetUp 10 - Python La Paz,2023-10-21 19:00,2023-10-21 20:00,On line,"<a href=""https://forms.gle/TUUDNPBS3qK7XtM5A"">MeetUp 10 - Python La Paz</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Guadalajara, Mexico PUG",2014-09-30 00:00,2014-09-30 02:00,"HP Guadalajara, Montemorelos, Loma Bonita, Zapopan, Mexico","<a href=""http://wiki.cabal.mx/wiki/PythonCabal/"">Guadalajara PUG</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Groningen,2019-05-25 00:00,2019-05-26 00:00,"IBM Client Innovation Center Benelux, Groningen, The Netherlands","<a href=""http://djangogirls.org/groningen/"">Django Girls Groningen</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Plateau,2018-09-06 00:00,2018-09-09 00:00,"Jos, Nigeria","<a href=""https://djangogirls.org/plateau/"">Django Girls Plateau</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Sprint Night: Warehouse (Co-presented by NYC,Python and PyLadies)",2018-04-26 00:00,2018-04-27 00:00,"Microsoft Technology Center, 11 Times,Square, New York, NY, USA","<a href=""https://www.meetup.com/nycpython/events/249722192/"">Sprint Night: Warehouse</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2017-04-05 16:00,2017-04-05 18:00,"Raum 1, Bürgerhaus im Stadtteilzentrum Bilk, Düsseldorf Arcaden, Bachstr. 145, 40217 Düsseldorf, Germany","<a href=""http://pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Ecuador 2024,2024-08-03 14:00,2024-08-03 22:30,"Guayaquil, Ecuador","<a href=""https://openlab.ec/djangogirls"">Django Girls Ecuador 2024</a>...",2025-06-02 01:40:23 UTC
User Group Events,PythonCamp 2020 - Online,2021-06-12 00:00,2021-06-13 00:00,"Online, Germany","<a href=""https://barcamps.eu/pycampcologne2021/"">PythonCamp Cologne 2021 (Online)</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2020-06-24 16:00,2020-06-24 18:00,Online,"<a href=""https://www.pyddf.de/"" target=""_blank"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyTraining: Getting Started with API Design using Python,2023-09-16 07:00,2023-09-16 11:00,"Maputo, Mozambique","<pre><a href=""https://www.meetup.com/mpt-pyladies/events/295751795/"">PyTraining: Getting Started with API Design using Python</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,PyMC3 beginner friendly,2017-10-24 17:30,2017-10-24 21:00,"Zopa, Cottons Centre, Tooley St, SE1 2QG, London, United Kingdom","<a href=""https://www.meetup.com/Python-Sprints/events/244062594/"">Python Sprint:
PyMC3 beginner friendly</a>...",2025-06-02 01:40:23 UTC
User Group Events,Odoo Sorrento Sprint,2016-04-26 00:00,2016-04-30 00:00,"Sorrento, Italy","<a href=""https://odoo-community.org/event/odoo-sorrento-sprint-2016-04-26-2016-04-29-29/register"">Odoo Sorrento Sprint</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Guadalajara, Mexico PUG",2014-11-25 01:00,2014-11-25 03:00,"HP Guadalajara, Montemorelos, Loma Bonita, Zapopan, Mexico","<a href=""http://wiki.cabal.mx/wiki/PythonCabal/"">Guadalajara PUG</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Fox Valley Python User Group (WI, USA)",2014-11-04 01:00,2014-11-04 02:30,"Halsey Science Building, 921 Elmwood Ave, Oshkosh, WI, USA","<a href=""http://foxpython.tumblr.com/meetings"">Fox Valley Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyCamp Spain 2023,2023-04-07 00:00,2023-04-11 00:00,"Vilablareix, Girona, Spain","<body><a href=""https://pycamp.es/"">PyCamp Spain 2023</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,Python Pizza Holguín,2022-01-15 14:00,2022-01-15 21:30,"Holguín, Holguín, Cuba","<a href=""https://holguin.python.pizza/"">Python Pizza Holguín</a>...",2025-06-02 01:40:23 UTC
User Group Events,Careers with Python: Volume 0,2021-02-24 17:30,2021-02-24 19:30,Online event,"<pre><a href=""https://www.meetup.com/PyLadiesAMS/events/275981184/"" id=""ow727"" __is_owner=""true"">Careers with Python: Volume 0</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Abuja,2023-08-11 00:00,2023-08-13 00:00,"Abuja, Nigeria","<a href=""https://djangogirls.org/en/abuja/"">Django Girls Abuja</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyRoma Meetup,2017-11-14 18:00,2017-11-14 21:00,"Rome, Italy","<a href=""https://www.eventbrite.it/e/biglietti-meetup-aperitech-di-pyroma-38961464790?aff=es2"">PyRoma Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,An Introduction to Model Drift - PyLadies Amsterdam,2022-12-21 17:30,2022-12-21 19:00,online,"<pre><a href=""https://www.meetup.com/nl-NL/pyladiesams/events/289791169/"" id=""ow814"" __is_owner=""true"">An Introduction to Model Drift</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2023-09-27 16:00,2023-09-27 19:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,TOUFU - Parent-Child Python Programming Workshop,2023-11-05 00:00,2023-11-06 00:00,"Kouenji Temple, 〒105-0001 3-23-10, Toranomon, Minato-ku, Tokyo, Japan","Making 2D Game using Python<br><br><ol><li>From 10:00 AM to 11:30 AM JST (1:00 AM to 2:30 AM UTC)</li><li>From 1:00 PM to 2:30 PM JST (4:00 AM to 5:30 AM UTC)</li></ol><br><a href=""https://ohtoufu.com...",2025-06-02 01:40:23 UTC
User Group Events,Python Indonesia Meetup,2013-06-29 02:00,2013-06-29 06:30,"AIFDR (Australia - Indonesia Facility for Disaster Reduction), Menara Thamrin Building Suite 1505, Lantai 15, Jl. MH. Thamrin Kav. 3, Jakarta 10250, Indonesia","<a href=""http://www.python.or.id/2013/06/kopi-darat-python-indonesia-juni-2013.html"">Python Indonesia Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Medellín,2024-06-01 00:00,2024-06-02 00:00,"Medellín, Colombia","<a href=""https://djangogirls.org/en/medellin/"">Django Girls Medellín</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Amsterdam: Fine-tuning text-to-image diffusion models for personalization and subject-driven generation,2024-03-29 17:00,2024-03-29 20:00,"Raamstraat 7, 1016 XL Amsterdam, Netherlands","<pre><a href=""https://www.meetup.com/pyladiesams/events/298654058/"">Fine-tuning text-to-image diffusion models for personalization and subject-driven generation</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,PyMNtos - Python Presentation Night #28,2015-05-15 00:00,2015-05-15 02:00,"Minneapolis, MN, USA",http://www.meetup.com/PyMNtos-Twin-Cities-Python-User-Group/events/221901373/...,2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2024-07-03 16:00,2024-07-03 19:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Open Source with Python | Python User Group Ho,2024-04-27 15:00,2024-04-27 17:00,Online,"<a href=""https://www.meetup.com/python-ghana/events/300210627/"">Open Source with Python | Python User Group Ho</a>...",2025-06-02 01:40:23 UTC
User Group Events,An introduction to cloud-native web applications,2022-08-17 17:00,2022-08-17 18:30,N/A,"<pre>An introduction to cloud-native web applications</pre><pre>Workshop (Beginner level)</pre><pre>How to build a cloud-native web application in Python</pre><pre>Online event</pre><pre>17 AUG, 7:00 ...",2025-06-02 01:40:23 UTC
User Group Events,Python Ho Monthly Meetup,2020-01-25 13:00,2020-01-25 18:00,"Ho, Volta, Ghana","<a href=""http://https://www.eventbrite.com/e/ho-python-monthly-meetup-tickets-83490330827"">Python Ho Monthly Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Hack In The North,2018-03-16 00:00,2018-03-19 00:00,"Indian Institute of Information Technology, Allahabad, India","<a href=""https://www.hackinthenorth.com/"">Hack In The North</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Vigo,2015-02-19 19:00,2015-02-19 20:30,"Vigo, Pontevedra, Spain","<a href=""http://python-vigo.es/"">Python Vigo</a>...",2025-06-02 01:40:23 UTC
User Group Events,"The London Python Meetup ""A Gentle Introduction to Coding with Python""",2015-11-19 18:30,2015-11-19 20:30,"Skills Matter | CodeNode, 10 South Place, EC2M 7EB, London, UK","<a href=""http://www.meetup.com/The-London-Python-Group-TLPG/events/kjjdmlytpbzb/"">The London Python Meetup ""A Gentle Introduction to Coding with Python""</a>...",2025-06-02 01:40:23 UTC
User Group Events,Michigan Python Usergroup,2021-08-06 03:00,2021-08-06 04:00,N/A,"https://michiganpython.org/

Washtenaw Community
College, 4800 E. Huron River Drive, Ann Arbor, MI, USA...",2025-06-02 01:40:23 UTC
User Group Events,Michigan Python Usergroup,2021-08-05 02:00,2021-08-05 03:00,N/A,N/A,2025-06-02 01:40:23 UTC
User Group Events,Django Girls Groningen,2023-05-27 00:00,2023-05-28 00:00,"Groningen, The Netherlands","<body><a href=""https://djangogirls.org/groningen/"">Django Girls 
Groningen</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,"Django Girls Cartagena, Colombia",2017-10-14 00:00,2017-10-15 00:00,"Cartagena, Colombia","<a href="" http://tallerdeprogramacion.co "">Django Girls Cartagena, Colombia</a>...",2025-06-02 01:40:23 UTC
User Group Events,BookQuest - Gamifying Libraries for Kids with Python workshop,2025-05-10 00:00,2025-05-11 00:00,"Gdansk, Poland","<a href=""https://www.edukawa.org/pl/hackthelibrary"">BookQuest - Gamifying Libraries for Kids with Python workshop</a>...",2025-06-02 01:40:23 UTC
User Group Events,London Python Code Dojo,2014-09-04 18:30,2014-09-04 21:30,"London, United Kingdom",Practical Python programming for all levels although limited to 30 tickets. We announce on the Python UK mailing list one week before the event. We also announce via Twitter: @ldnpydojo. Tickets sell ...,2025-06-02 01:40:23 UTC
User Group Events,wroc.py with Monterail,2022-08-02 16:00,2022-08-02 18:00,"Klubokawiarnia Mleczarnia, Pawła Włodkowica 5, 50-072 Wrocław, Poland","<a href=""https://www.meetup.com/pl-PL/wrocpy/events/264719503/"" id=""ow769"" __is_owner=""true"">wroc.py with Monterail</a>...",2025-06-02 01:40:23 UTC
User Group Events,Ljubljana Python March 2018 meetup,2018-03-15 18:00,2018-03-15 20:00,"Ljubljana, Slovenia","<a href=""https://www.meetup.com/Ljubljana-Python-Group/events/248234186/"">Ljubljana Python March 2018 meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Kumasi,2018-04-07 00:00,2018-04-08 00:00,"Kumasi, Ghana","<a href=""https://djangogirls.org/kumasi/"">Django Girls Kumasi</a>...",2025-06-02 01:40:23 UTC
User Group Events,Sydney Python User Group (SyPy),2014-02-06 18:30,2014-02-06 21:00,"Atlassian, Level 6, 341 George St, Sydney, Australia","<a href=""http://sypy.org"">Sydney Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyCamp Leipzig 2024,2024-06-15 00:00,2024-06-17 00:00,"Leipzig, Germany","<a href=""https://barcamps.eu/python-barcamp-der-leipzig-python-user-group-2024/"">PyCamp Leipzig 2024</a>...",2025-06-02 01:40:23 UTC
User Group Events,Chennaipy,2016-05-28 09:30,2016-05-28 12:00,"Chennai, Tamil Nadu, India","<a href=""http://www.meetup.com/Chennaipy/events/230969419/"">Chennaipy</a>...",2025-06-02 01:40:23 UTC
User Group Events,August Puerto Rico Python Interest Group Meeting,2014-08-21 23:00,2014-08-22 01:00,"Luchetti Industrial Park, Bayamón, Puerto Rico","<a href=""http://www.prpig.org"">Puerto Rico Python Interest Group </a>...",2025-06-02 01:40:23 UTC
User Group Events,NZPUG-Auckland: Crafting Software,2022-09-07 06:00,2022-09-07 08:30,"Online, New Zealand","<a href=""https://www.meetup.com/nzpug-auckland/"">New Zealand
Python User Group - Auckland</a>...",2025-06-02 01:40:23 UTC
