calendar,name,start,end,location,description,fetched_at
Python Events,PyCon CZ 2019,2019-06-14 00:00,2019-06-17 00:00,"Ostrava, Czech Republic","<a href=""https://cz.pycon.org/2019/"">PyCon CZ 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,FOSDEM 2015,2015-01-31 00:00,2015-02-02 00:00,"ULB, Campus du Solbosch, Av. F. D. Roosevelt 50, 1050 Bruxelles, Belgium","<a href=""https://fosdem.org/2015/"">FOSDEM 2015</a> with Python Dev Room...",2025-06-02 01:40:23 UTC
Python Events,PyCon Estonia 2023,2023-09-07 00:00,2023-09-09 00:00,"Tallinn University, Narva mnt 25, 10120 Tallinn, Estonia","<a href=""https://pycon.ee/"">PyCon Estonia 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Cameroon 2021,2021-03-18 00:00,2021-03-21 00:00,"Douala, Cameroon","<a href=""http://pythoncm.org/pycon.html"">PyCon Cameroon 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2021,2021-11-19 00:00,2021-11-24 00:00,"Bangkok, Thailand and online","<pre><wbr><a href=""https://th.pycon.org/"" id=""ow1131"" __is_owner=""true"">PyCon APAC 2021</a></pre>...",2025-06-02 01:40:23 UTC
Python Events,PyDay Pereira,2019-06-29 00:00,2019-06-30 00:00,"Pereira, Colombia","<a href=""https://pereira.pyday.co"">PyDay Pereira, Colombia </a>...",2025-06-02 01:40:23 UTC
Python Events,Plone Conference 2013,2013-09-30 00:00,2013-10-12 00:00,"Ulysses Guimarães Convention Center\, Brasilia\, Federal District\, Brazil","<a href=""http://www.ploneconf.org"">Plone Conference 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Warsaw Conference 2017,2017-10-19 00:00,2017-10-20 00:00,"Copernicus Science Center, Address: Wybrzeze Kosciuszkowskie 20, 00-390 Warszawa, Poland","<a href=""https://pydata.org/warsaw2017/"">PyData Warsaw Conference 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon India 2012,2012-09-28 00:00,2012-10-01 00:00,"Bangalore, India","<a href=""http://in.pycon.org/2012/"">PyCon India</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon LT 2022,2022-05-26 00:00,2022-05-28 00:00,"Vilnius, Lithuania","<a href=""http://pycon.lt/"">PyCon LT 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy 2014,2014-07-06 00:00,2014-07-13 00:00,"Austin, TX, United States","<a href=""http://conference.scipy.org/scipy2014/"">SciPy 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Web Conference 2020 (Online-Worldwide),2020-06-17 00:00,2020-06-20 00:00,https://2020.pythonwebconf.com,"&nbsp;8:30am-5:00pm ET each day&nbsp;<br><br><a href=""https://2020.pythonwebconf.com"" id=""ow1497"" __is_owner=""true"">pythonwebconference.com</a><br><br>Python&nbsp;on the web (tutorials and talks)&nbsp...",2025-06-02 01:40:23 UTC
Python Events,PyCon DE & PyData Berlin 2022,2022-04-11 00:00,2022-04-14 00:00,Berlin,"<a href=""https://2022.pycon.de/"">PyCon DE & PyData Berlin 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Pakistan 2018,2018-11-17 00:00,2018-11-19 00:00,"Lahore, Punjab, Pakistan","<a href=""http://pycon.pk"">PyCon Pakistan 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHEP.dev 2024,2024-08-26 00:00,2024-08-31 00:00,"Aachen, Germany","<a href=""https://indico.cern.ch/event/1375573/"">PyHEP.dev 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon KR 2015,2015-08-29 00:00,2015-08-31 00:00,"C5 block, 396, World Cup buk-ro, Mapo-gu, Seoul, 121-795 Rep. of KOREA","<a href=""http://www.pycon.kr/2015/"">PyCon KR 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Australia 2016,2016-08-12 00:00,2016-08-17 00:00,"Melbourne Convention and Exhibition Centre, 1 Convention Centre Pl, South Wharf VIC 3006, Australia","<a href=""http://2016.pycon-au.org/"">PyCon Australia 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Argentina 2012,2012-11-12 00:00,2012-11-18 00:00,"Quilmes, Buenos Aires, Argentina","<a href=""http://ar.pycon.org/2012/default/index"">PyCon Argentina 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Finland 2014,2014-10-27 00:00,2014-10-28 00:00,"HTC Helsinki, Tammasaarenkatu 7, Helsinki, Finland ","<a href=""http://fi.pycon.org/2014/"">PyCon Finland 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon SK 2017,2017-03-10 00:00,2017-03-13 00:00,"Bratislava, Slovakia","<a href=""https://www.pycon.sk/2017/"">PyCon SK 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon.DE 2018,2018-10-24 00:00,2018-10-27 00:00,"Karlsruhe, Germany","<a href=""http://pycon.de/"">PyCon.DE 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonCamp 2015 - Python Bar Camp in Cologne,2015-03-28 00:00,2015-03-30 00:00,"GFU Cyrus AG, Am Grauen Stein 27, 51105 Cologne, Germany","<a href=""https://www.barcamptools.eu/pycamp201503"">PythonCamp 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Korea 2018,2018-08-15 00:00,2018-08-20 00:00,"Seoul, South Korea","<a href=""https://www.pycon.kr/2018/en/"">PyCon Korea 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Estonia 2024,2024-09-05 00:00,2024-09-07 00:00,"Tallinn, Estonia","<a href=""https://pycon.ee/"">PyCon Estonia 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDays Vienna,2018-05-04 00:00,2018-05-06 00:00,"FH Technikum Wien, Hoechstaedtplatz 6, Vienna, Austria","<a href=""https://www.pydays.at/"">PyDays Vienna</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon ZA 2021,2021-10-07 00:00,2021-10-09 00:00,Online,"<a href=""https://za.pycon.org/"" id=""ow1258"" __is_owner=""true"">https://za.pycon.org/</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConChina in hangzhou city,2014-11-22 00:00,2014-11-23 00:00,hangzhou city,"<a href=""http://cn.pycon.org/en/"">PyConChina2014 Hangzhou</a>...",2025-06-02 01:40:23 UTC
Python Events,"PyHPC 2020: 9th Workshop on Python for,High-Performance and Scientific Computing",2020-11-15 00:00,2020-11-16 00:00,Online,"<a href=""https://www.pyhpc.io/"">PyHPC 2020: 9th Workshop on
Python for High-Performance and Scientific Computing</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Seattle 2017,2017-07-05 00:00,2017-07-08 00:00,"Microsoft Conference Center Redmond, WA. USA","<a href=""https://pydata.org/seattle2017/"">PyData Seattle 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon UK 2022,2022-09-16 00:00,2022-09-19 00:00,"Cardiff City Hall, UK","<a href=""https://2022.pyconuk.org/"">PyCon UK 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConChina 2016 (Beijing),2016-10-15 00:00,2016-10-16 00:00,"Beijing, China","<a href=""http://cn.pycon.org/2016/beijing.html"">""PyConChina-Beijing"" in
Beijing, China</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Italia 2016 (PyCon Sette),2016-04-15 00:00,2016-04-18 00:00,"Hotel Mediterraneo, Lungarno del Tempio, Florence, Italia","<a href=""https://www.pycon.it/"">PyCon Italia 2016 (PyCon Sette)</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon TW 2024,2024-09-21 00:00,2024-09-23 00:00,"Kaohsiung, Taiwan","<a href=""https://tw.pycon.org/2024/en-us"">PyCon TW 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCaribbean Conference 2016,2016-02-20 00:00,2016-02-22 00:00,"Santo Domingo, Dominican Republic","<a href=""http://pycaribbean.com/"">PyCaribbean Conference 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData London 2023,2023-06-02 00:00,2023-06-05 00:00,"London, UK","<body><a href=""https://pydata.org/london2023"">PyData London 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,Cloud Builder: Python Conf,2023-09-06 00:00,2023-09-07 00:00,online,"<a href=""https://www.cloud-builders.tech/en/python-conf"">Cloud Builder: Python Conf</a>...",2025-06-02 01:40:23 UTC
Python Events,World Conference on Data Science & Statistics,2023-06-26 00:00,2023-06-29 00:00,"Frankfurt, Germany","<body><a href=""https://datascience.thepeopleevents.com/"">World 
Conference on Data Science &amp; Statistics</a></body>...",2025-06-02 01:40:23 UTC
Python Events,"Iran Pycon ""IrPycon"" 2018",2018-02-14 00:00,2018-02-16 00:00,"Elm va San'at University , Tehran, Iran","<a href=""http://pycon.ir/"">Iran Pycon ""IrPycon""</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Portugal 2023,2023-09-07 00:00,2023-09-10 00:00,"Coimbra, Portugal","<body><a href=""https://2023.pycon.pt/home/"">PyCon Portugal 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Belarus 2021,2021-03-13 00:00,2021-03-14 00:00,Online,"<a href=""https://by.pycon.org/"">PyCon Belarus</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Communities - University of Douala,2024-07-15 00:00,2024-07-17 00:00,"Douala, Cameroon","<a href=""https://nokidbehind.org/event/building-micro-tech-communities-around-python-douala/"">Python Communities - University of Douala</a>...",2025-06-02 01:40:23 UTC
Python Events,PyTexas 2022,2022-03-26 00:00,2022-03-28 00:00,"Austin, TX, USA","<a href=""http://pytexas.org"">PyTexas 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyFest Tunisia 2015,2015-01-17 00:00,2015-01-18 00:00,"École Nationale des Sciences de l'Informatique, Campus Universitaire de la Manouba, Manouba 2010, Tunisia","<a https://www.facebook.com/events/1396225870677360/"">PyFest Tunisia</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Portugal 2022,2022-09-24 00:00,2022-09-25 00:00,"Porto, Portugal","<a href=""https://2022.pycon.pt/"" id=""ow1146"" __is_owner=""true"">PyCon Portugal 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Jamaica 2017,2017-11-16 00:00,2017-11-19 00:00,"Kingston, Jamaica","<a href=""https://www.pycon.org.jm"">PyCon Jamaica 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon FR 2017,2017-09-21 00:00,2017-09-25 00:00,"Toulouse, France","<a href=""https://www.pycon.fr/2017/"">PyCon FR 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,"Iran Pycon ""IrPycon""",2017-02-17 00:00,2017-02-18 00:00,"Elm va San'at University, Tehran, Iran","<a href=""https://pycon.ir/"">Iran Pycon ""IrPycon""</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Belarus 2015,2015-01-31 00:00,2015-02-01 00:00,"EventSpace, Kastrychnitskaya Vulitsa 16А, Minsk, Belarus","<a href=""http://by.pycon.org/"">PyCon Belarus 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConWeb 2018,2018-06-30 00:00,2018-07-02 00:00,"Munich, Germany","<a href=""https://pyconweb.com"">https://pyconweb.com</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHEP 2023,2023-10-09 00:00,2023-10-13 00:00,Online,"<a href=""https://indico.cern.ch/e/PyHEP2023"">PyHEP 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon US 2021,2021-05-12 00:00,2021-05-21 00:00,Online,"<a href=""https://us.pycon.org/2021/"">PyCon US 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Unconference Hamburg 2015,2015-09-04 00:00,2015-09-07 00:00,"Institut für organische Chemie der Universität Hamburg, Hamburg","<a href=""http://www.pyunconf.de/"">Python Unconference Hamburg 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Global 2022,2022-12-01 00:00,2022-12-04 00:00,Online,"<a href=""https://pydata.org/global2022/""></a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Thailand,2019-06-15 00:00,2019-06-17 00:00,"Bangkok, Thailand","<a href=""https://th.pycon.org/en/"" id=""ow628"" __is_owner=""true"">PyCon Thailand</a>...",2025-06-02 01:40:23 UTC
Python Events,PyOhio 2014,2014-07-26 00:00,2014-07-28 00:00,"Columbus, OH USA","<a href=""http://www.pyohio.org/"">PyOhio 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon China 2014,2013-12-08 01:00,2013-12-08 10:00,"Shanghai, Zhuhai and Hangzhou, China","<a href=""http://cn.pycon.org"">PyCon China 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon SK 2019,2019-03-22 00:00,2019-03-25 00:00,"Bratislava, Slovakia","<a href=""https://2019.pycon.sk/en/"">PyCon SK 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy India 2015,2015-12-14 00:00,2015-12-17 00:00,"LCH 102, IIT Bombay, Powai, Mumbai, India","<a href=""http://scipy.in/2015"">SciPy India 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConZA 2014,2014-10-02 00:00,2014-10-06 00:00,"the forum│the campus at Campus Office Park, Bryanston, Johannesburg, South Africa","<a href=""http://www.za.pycon.org/"">PyConZA 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Japan 2021,2021-11-15 00:00,2021-11-16 00:00,Online,"<a href=""https://2021.pycon.jp/"">PyCon Japan 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,North Bay Python 2024,2024-06-29 00:00,2024-06-30 00:00,"Petaluma, USA","<a href=""https://2024.northbaypython.org/"">North Bay Python 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Norte 2025,2025-06-04 00:00,2025-06-07 00:00,"Belém, Brazil","<a href=""https://2025.pythonnorte.org/"">Python Norte 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDay Piura: Comunidad Python Piura,2016-08-20 00:00,2016-08-21 00:00,"Auditorio del CIT de la Universidad Nacional de Piura, Piura, Peru","<a href=""http://pythonpiura.org/primer-pyday-en-piura/"">PyDay Piura: Comunidad Python Piura</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon CZ 2016,2016-10-28 00:00,2016-10-31 00:00,"Brno, Czech Republic","<a href=""https://cz.pycon.org/2016/"">PyCon CZ 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2022,2022-09-03 00:00,2022-09-05 00:00,"Online, Taiwan","<a href=""https://tw.pycon.org/"">PyCon APAC 2022</a> (hosted by PyCon Taiwan)...",2025-06-02 01:40:23 UTC
Python Events,PyCon Indonesia 2021,2021-12-04 00:00,2021-12-06 00:00,online,"<a href=""https://pycon.id/"" id=""ow481"" __is_owner=""true"">PyCon Indonesia 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Amsterdam 2017,2017-04-07 00:00,2017-04-10 00:00,"Herengracht 597 1017 CE Amsterdam, Netherlands","<a href=""https://pydata.org/amsterdam2017/"">PyData Amsterdam 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Chile 2023,2023-11-24 00:00,2023-11-27 00:00,"Santiago, Chile","<a href=""https://www.pycon.cl/"">PyCon Chile 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Korea 2019,2019-08-15 00:00,2019-08-19 00:00,Seoul,"<a href=""http://pycon.kr/"" id=""ow475"" __is_owner=""true"">PyCon Korea 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,Plone Conference 2013,2013-09-30 00:00,2013-10-12 00:00,"Ulysses Guimarães Convention Center, Brasilia, Federal District, Brazil","<a href=""http://www.ploneconf.org"">Plone Conference 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCode Conference,2021-12-02 00:00,2021-12-04 00:00,Online,"<a href=""https://pycode-conference.org/"" id=""ow778"" __is_owner=""true"">PyCode Conference</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Estonia 20,2020-10-08 00:00,2020-10-09 00:00,Online,"<a href=""https://pycon.ee"" id=""ow851"" __is_owner=""true"">PyCon Estonia 20</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon KR 2017,2017-08-12 00:00,2017-08-16 00:00,"COEX 513, Yeongdong-daero, Gangnam-gu Seoul 06164, Republic of Korea","COEX 513, Yeongdong-daero, Gangnam-gu Seoul 06164, Republic of Korea...",2025-06-02 01:40:23 UTC
Python Events,PyCon SK 2018,2018-03-09 00:00,2018-03-12 00:00,"Bratislava, Slovakia","<a href=""https://2018.pycon.sk/en/"">PyCon SK 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2014,2014-10-11 00:00,2014-10-15 00:00,"The Ballsbridge Hotel, Ballsbridge, Dublin 4, Ireland","<a href=""http://python.ie/pycon/"">PyCon Ireland 2014</a>

The main Conference 11th & 12th October 2014. Sprints are held in the same venue on the 13th and 14th of October 2014....",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2012,2012-10-13 00:00,2012-10-15 00:00,"Dublin, Ireland","<a href=""http://python.ie/pycon/2012/"">PyCon Ireland 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,AfroPython,2019-09-14 00:00,2019-09-15 00:00,"Rio de Janeiro, Brazil","<a href=""https://afropython.org"">AfroPython</a>...",2025-06-02 01:40:23 UTC
Python Events,DjangoConAU 2023,2023-08-18 00:00,2023-08-19 00:00,"Adelaide, Australia","<body><a href=""https://2023.djangocon.com.au/"">DjangoCon AU 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Pune 2017,2017-02-16 00:00,2017-02-20 00:00,"COEP, Pune, India","<a href=""https://pune.pycon.org/"">PyCon Pune 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,XtremePython 2022,2022-12-27 00:00,2022-12-28 00:00,Online,"<body><a href=""https://www.xtremepython.dev/"">XtremePython 2022</a></body>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2022,2022-07-11 00:00,2022-07-18 00:00,"Dublin, Ireland","<a href=""https://www.europython.eu/"">EuroPython 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,Python devroom @ FOSDEM 2025,2025-02-02 00:00,2025-02-03 00:00,"Brussels, Belgium","<a href=""https://fosdem.org/2025/schedule/track/python/"">Python devroom @ FOSDEM 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy 2015,2015-07-06 00:00,2015-07-13 00:00,"Austin, Texas, USA","<a href=""http://scipy2015.scipy.org"">SciPy 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Sweden 2016,2016-05-09 00:00,2016-05-11 00:00,"Hilton Stockholm Slussen Hotel, Guldgränd 8, 104 65 Stockholm, Sweden","<a href=""http://www.pycon.se/"">Pycon Sweden</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDay TF 2018,2018-11-17 00:00,2018-11-18 00:00,"Tenerife, Santa Cruz de Tenerife, Spain","<a href=""https://pyday.pythoncanarias.es/"">PyDay TF 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,OSCON 2014,2014-07-20 00:00,2014-07-25 00:00,"Oregon Convention Center 777 NE Martin Luther King, Jr. Blvd., Portland, Oregon 97232, US","<a href=""http://www.oscon.com/oscon2014"">OSCON 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Russia 2013,2013-02-24 00:00,2013-02-26 00:00,Yekaterinburg,"<a href=""http://ru.pycon.org/en/"">PyCon Russia 2013 in Yekaterinburg</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Zimbabwe 2017,2017-08-23 00:00,2017-08-27 00:00,"Harare, Zimbabwe","<a href=""http://zw.pycon.org/"">PyCon Zimbabwe 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon AU 2018,2018-08-24 00:00,2018-08-29 00:00,"ICC, Sydney, Australia","<a href=""http://2018.pycon-au.org/"">PyCon AU 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,Django Day Copenhagen 2022,2022-04-08 00:00,2022-04-09 00:00,"Copenhagen, Denmark","<pre><a href=""https://2022.djangoday.dk/"" id=""ow813"" __is_owner=""true"">Django Day Copenhagen 2022</a></pre>...",2025-06-02 01:40:23 UTC
Python Events,PyGrunn 2013,2013-05-10 00:00,2013-05-11 00:00,"Groningen, The Netherlands","<a href=""http://www.pygrunn.org/"">http://www.pygrunn.org/</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Philippines 2015,2015-07-04 00:00,2015-07-06 00:00,"Ateneo de Manila University, Katipunan Ave, Quezon City, 1108 Metro Manila","<a href=""http://ph.pycon.org/"">PyCon Philippines 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHPC 2014 - 4th Workshop on Python for High Performance and Scientific Computing,2014-11-17 00:00,2014-11-18 00:00,"Ernst N. Morial Convention Center, 900 Convention Center Blvd, New Orleans, LA, United States","<a href=""http://www.dlr.de/sc/pyhpc2014"">PyHPC 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConChina 2016 (Shanghai),2016-09-10 00:00,2016-09-11 00:00,"Shanghai, China","<a href=""http://cn.pycon.org/2016/shanghai.html"">""PyConChina-Shanghai"" in
Shanghai, China</a>...",2025-06-02 01:40:23 UTC
Python Events,PyGotham TV,2020-10-02 00:00,2020-10-04 00:00,Online,"<a href=""https://2020.pygotham.tv/"">PyGotham TV</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Thailand 2018,2018-06-16 00:00,2018-06-18 00:00,"Thon Buri, Bangkok, Thailand","<a href=""https://th.pycon.org/en/"">PyCon Thailand 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonCamp 2013,2013-05-04 00:00,2013-05-06 00:00,"Cologne\, Germany","<a href=""http://www.pythoncamp.de/"">PythonCamp 2013</a> - Ein Barcamp zum Thema Python...",2025-06-02 01:40:23 UTC
Python Events,PyCon Canada 2017,2017-11-18 00:00,2017-11-22 00:00,"Montreal, Quebec, Canada","<a href=""http://www.pycon.ca/"">PyCon Canada</a>...",2025-06-02 01:40:23 UTC
Python Events,Python San Sebastian 2015 (PySS15),2015-10-24 00:00,2015-10-26 00:00,"Centro Carlos Santamaría, Ibaeta University Campus, San Sebastian, Spain","<a href=""http://pyss15.pyss.org/"">PySS15</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon UK 2014,2014-09-19 00:00,2014-09-23 00:00,"The TechnoCentre, Coventry University Technology Park, Puma Way, Coventry CV1 2TT, UK","<a href=""http://pyconuk.org/>PyCon UK 2014</a>...",2025-06-02 01:40:23 UTC
